Website,Announcement,Explorer,Message Board,Chat,Github
http://www.mazacoin.org/,https://bitcointalk.org/index.php?topic=508849.0,https://mazacha.in/,,https://kiwiirc.com/client/chat.freenode.net/?nick=maza|?&theme=cli#maza,https://github.com/mazacoin
