Website,Announcement,Explorer,Message Board,Chat,Github
http://www.zayedcoin.net/,https://bitcointalk.org/index.php?topic=1612578.0,http://explorer.zayedcoin.net/,,,https://github.com/ZayedCoin/Zayedcoin
