Date,Open,High,Low,Close,Volume,Market Cap
"Mar 04, 2018",0.016474,0.016954,0.016065,0.016913,"9,907,590","28,828,700"
"Mar 03, 2018",0.015776,0.017403,0.015745,0.016411,"14,107,000","27,607,700"
"Mar 02, 2018",0.017000,0.017407,0.015694,0.015790,"14,687,500","29,749,100"
"Mar 01, 2018",0.017076,0.017336,0.015752,0.016944,"13,953,200","29,882,200"
"Feb 28, 2018",0.017538,0.017835,0.017035,0.017062,"11,915,200","30,690,600"
"Feb 27, 2018",0.017858,0.018722,0.017416,0.017547,"17,341,100","31,251,200"
"Feb 26, 2018",0.017268,0.018071,0.017008,0.017805,"16,587,100","30,218,500"
"Feb 25, 2018",0.017100,0.017583,0.016943,0.017247,"17,594,600","29,924,800"
"Feb 24, 2018",0.018891,0.020289,0.016780,0.017132,"19,777,400","33,060,100"
"Feb 23, 2018",0.017382,0.018876,0.016935,0.018876,"22,510,600","30,418,300"
"Feb 22, 2018",0.018801,0.020247,0.016942,0.017263,"18,931,400","32,900,900"
"Feb 21, 2018",0.020510,0.020817,0.018212,0.018817,"22,017,600","35,892,500"
"Feb 20, 2018",0.023818,0.023818,0.020338,0.020432,"24,508,200","41,681,500"
"Feb 19, 2018",0.022829,0.023886,0.021938,0.023886,"33,100,300","39,950,400"
"Feb 18, 2018",0.025594,0.025691,0.022405,0.022916,"26,388,500","44,789,300"
"Feb 17, 2018",0.022105,0.026329,0.021959,0.025881,"34,135,100","38,684,100"
"Feb 16, 2018",0.021217,0.022198,0.020700,0.022085,"21,392,400","37,130,400"
"Feb 15, 2018",0.020448,0.021821,0.020146,0.021266,"23,005,400","35,784,500"
"Feb 14, 2018",0.018906,0.020557,0.018873,0.020477,"23,525,300","33,086,100"
"Feb 13, 2018",0.019285,0.019364,0.018586,0.018952,"21,796,000","33,748,500"
"Feb 12, 2018",0.017906,0.019482,0.017906,0.019300,"18,610,000","31,334,600"
"Feb 11, 2018",0.019144,0.019144,0.017119,0.017814,"16,677,900","33,501,500"
"Feb 10, 2018",0.020515,0.021884,0.018725,0.019180,"25,062,100","35,901,200"
"Feb 09, 2018",0.018883,0.020558,0.017614,0.020506,"25,292,200","33,045,700"
"Feb 08, 2018",0.017646,0.020769,0.017646,0.018811,"24,696,500","30,880,600"
"Feb 07, 2018",0.017749,0.021436,0.016310,0.017675,"27,845,400","31,061,400"
"Feb 06, 2018",0.014847,0.017999,0.012046,0.017852,"22,611,100","25,982,400"
"Feb 05, 2018",0.020227,0.020685,0.014223,0.014809,"18,342,300","35,397,300"
"Feb 04, 2018",0.024863,0.024863,0.019948,0.020268,"23,107,800","43,510,800"
"Feb 03, 2018",0.023217,0.025955,0.021141,0.024933,"31,870,700","40,629,800"
"Feb 02, 2018",0.025230,0.025441,0.018429,0.023132,"36,973,600","44,152,400"
"Feb 01, 2018",0.031082,0.032232,0.023253,0.025261,"42,720,000","54,394,100"
"Jan 31, 2018",0.029296,0.031875,0.026697,0.030850,"43,431,100","51,268,100"
"Jan 30, 2018",0.036150,0.036221,0.028806,0.029112,"35,641,800",-
"Jan 29, 2018",0.040017,0.040456,0.035556,0.036196,"44,160,200",-
"Jan 28, 2018",0.043106,0.043368,0.039456,0.040118,"54,592,800",-
"Jan 27, 2018",0.042230,0.046272,0.039745,0.042825,"55,494,500",-
"Jan 26, 2018",0.043805,0.044838,0.032844,0.042262,"48,597,600",-
"Jan 25, 2018",0.040256,0.052369,0.038748,0.043973,"59,083,200",-
"Jan 24, 2018",0.026255,0.040745,0.024642,0.039681,"45,631,700",-
"Jan 23, 2018",0.024626,0.028213,0.022963,0.026236,"18,748,100",-
"Jan 22, 2018",0.027272,0.028114,0.023128,0.024598,"18,244,300",-
"Jan 21, 2018",0.033478,0.033498,0.025898,0.027082,"16,381,700",-
"Jan 20, 2018",0.030908,0.034202,0.030573,0.033396,"19,285,400",-
"Jan 19, 2018",0.030419,0.032522,0.027069,0.030650,"24,436,300",-
"Jan 18, 2018",0.029924,0.033767,0.026589,0.030664,"30,764,400",-
"Jan 17, 2018",0.026578,0.030279,0.020703,0.030025,"25,802,200",-
"Jan 16, 2018",0.032185,0.032185,0.021840,0.026600,"29,822,200",-
"Jan 15, 2018",0.043747,0.043747,0.032081,0.032081,"31,307,400",-
"Jan 14, 2018",0.051646,0.053795,0.038377,0.043890,"36,823,300",-
"Jan 13, 2018",0.050287,0.057045,0.044635,0.051430,"67,012,200",-
"Jan 12, 2018",0.057539,0.060518,0.049431,0.049763,"44,801,800",-
"Jan 11, 2018",0.077615,0.078689,0.056422,0.057048,"54,099,800",-
"Jan 10, 2018",0.078765,0.091861,0.069916,0.078943,"87,743,200",-
"Jan 09, 2018",0.070944,0.078612,0.067558,0.078612,"86,788,100",-
